,Код,Название,url,text
494,ВАК 05.26.03,Пожарная и промышленная безопасность (по отраслям),https://teacode.com/online/vak/p05-26-03.html,"Шифр специальности:
05.26.03 Пожарная и промышленная безопасность (по отраслям)
Формула специальности:
Пожарная и промышленная безопасность (по отраслям) – область науки и техники, изучающая причины возникновения, закономерности проявления и развития, методы и средства превентивного и текущего управления природными и техногенными явлениями разрушительного и пожароопасного характера, сопровождающимися значительным ущербом.
Области исследований:
Исследование методов и практики государственного надзора в области промышленной и пожарной безопасности.Разработка систем информационного обеспечения, управления и государственного надзора в области промышленной и пожарной безопасности.Научное обоснование принципов и способов обеспечения промышленной и пожарной безопасности на предприятиях промышленности, строительства и на транспорте.Исследование условий и разработка методов управления риском для обеспечения безопасности при технологических процессах, утилизации, нейтрализации, складировании и регенерации отходов деятельности предприятий.Разработка научных основ, моделей и методов исследования процессов горения, пожаро- и взрывоопасных свойств веществ, материалов, производственного оборудования, конструкций, зданий и сооружений.Исследование и разработка средств и методов, обеспечивающих снижение пожарной и промышленной опасности технологических процессов, предупреждения пожаров и аварий, тушения пожаров.Разработка технических средств защиты людей от пожаров и производственного травматизма.Исследование процессов образования, переноса и отложения пыли на горных предприятиях и в подземном пространстве, разработка мер борьбы с пылью, способов и средств проветривания выработок, кондиционирования воздуха, систем жизнеобеспечения.Исследование процессов протекания аварий, условий их каскадного и катастрофического развития, разработка методов оценки различных воздействий, проявляющихся в процессе развития аварий на нефтегазовых объектах.Исследование процессов самонагревания, самовозгорания, горения и детонации в горных выработках, научное обоснование и разработка способов и средств предупреждения пожаров эндогенного и экзогенного происхождения на горных предприятиях.Разработка научных основ создания устройств автоматического контроля и управления системами обеспечения промышленной и пожарной безопасности и жизнеобеспечения работников при нештатных ситуациях.Разработка и совершенствование способов повышения безопасности производственного оборудования, технологических процессов, вспомогательных операций и условий труда работников.Разработка методов оценки и прогнозирования ресурса безопасной эксплуатации технических устройств сложных технических систем опасных производственных объектов.Совершенствование методов обеспечения безопасности при техническом обслуживании, ремонте и эксплуатации транспортных средств, разработка методических принципов сертификации транспортных средств по критериям безопасности.Разработка методологических основ и нормативных положений для создания правил обеспечения пожарной и промышленной безопасности при строительстве и эксплуатации предприятий и объектов повышенной опасности.Разработка прикладных и фундаментальных основ психологического обеспечения сотрудников противопожарных служб и специалистов опасных профессий (профотбор, подготовка, сопровождение, коррекция, реабилитация) при авариях, катастрофах, чрезвычайных ситуациях, связанных с природными и техногенными явлениями разрушительного и пожароопасного характера. Психологические аспекты управления деятельностью, специалистов по ликвидации последствий природных и техногенных катастроф и чрезвычайных ситуаций.Разработка методологии, принципов, средств и методов оказания психологической помощи населению, пострадавшему в чрезвычайных ситуациях, связанных с природными и техногенными явлениями разрушительного и пожароопасного характера.Психология безопасности и поведения человека в экстремальных и чрезвычайных ситуациях, связанных с природными и техногенными явлениями разрушительного и пожароопасного характера. Психологическая экспертиза рисков и угроз техногенных явлений разрушительного и пожароопасного характера. Формирование психологической готовности населения (психологическая профилактика и подготовка к деятельности и поведению в ситуациях разрушительного и пожароопасного характера).
Смежные специальности:
03.02.08 – Экология
05.02.08 – Технология машиностроения
05.02.11 – Методы контроля и диагностика в машиностроении
05.02.13 – Машины и агрегаты (по отраслям)
05.02.22 – Организация производства (по отраслям) 
05.02.07 – Технология и оборудование механической и физико-технической обработки
05.04.03 – Машины и аппараты, процессы холодильной и криогенной техники, систем кондиционирования и жизнеобеспечения
05.07.02 – Проектирование, конструкция и производство летательных аппаратов
05.07.07 – Контроль и испытание летательных аппаратов и их систем
05.08.04 – Технология судостроения, судоремонта и организации судостроительного производства
05.09.03 – Электротехнические комплексы и системы
05.11.06 – Акустические приборы и системы
05.11.07 – Оптические и оптико-электронные приборы и комплексы
05.11.08 – Радиоизмерительные приборы
05.11.13 – Приборы и методы контроля природной среды, веществ, материалов и изделий
05.11.17 – Приборы, системы и изделия медицинского назначения
05.14.02 – Электростанции и электроэнергетические системы
05.14.03 – Ядерные энергетические установки, включая проектирование, эксплуатацию и вывод из эксплуатации
05.14.04 – Промышленная теплоэнергетика
05.16.01 – Металловедение и термическая обработка металлов и сплавов
05.16.02 – Металлургия черных, цветных и редких металлов
05.16.04 – Литейное производство
05.16.06 – Порошковая металлургия и композиционные материалы
05.16.07 – Металлургия техногенных и вторичных ресурсов
05.22.07 – Подвижной состав железных дорог, тяга поездов и электрификация
05.22.10 – Эксплуатация автомобильного транспорта
05.22.14 – Эксплуатация воздушного транспорта
05.22.19 – Эксплуатация водного транспорта, судовождение
05.23.01 – Строительные конструкции, здания и сооружения
05.23.03 – Теплоснабжение, вентиляция, кондиционирование воздуха, газоснабжение и освещение
05.23.04 – Водоснабжение, канализация, строительные системы охраны водных ресурсов
05.26.01 – Охрана труда (по отраслям)
05.26.02 – Безопасность в чрезвычайных ситуациях (по отраслям)
12.00.03 – Гражданское право, предпринимательское право, семейное право, международное частное право
12.00.05. – Трудовое право, право социального обеспечения
12.00.06. – Природоресурсное право, аграрное право, экологическое право
19.00.03 – Психология труда, инженерная психология, эргономика
25.00.17 – Разработка и эксплуатация нефтяных и газовых месторождений
25.00.19 – Строительство и эксплуатация нефтегазопроводов, баз и хранилищ
25.00.22 – Геотехнология (подземная, открытая, строительная)
25.00.36 – Геоэкология
Отрасль наук:
технические науки 
медицинские науки 
психологические науки

"
495,ВАК 05.26.05,Ядерная и радиационная безопасность,https://teacode.com/online/vak/p05-26-05.html,"Шифр специальности:
05.26.05 Ядерная и радиационная безопасность
Формула специальности:
Научная специальность, объединяющая исследования закономерностей ядерных и радиационных аспектов объектов ядерной техники, включая расчетные и экспериментальные обоснования ядерных энергетических установок, предприятий ядерного топливного цикла на этапах проектирования, эксплуатации, снятия с эксплуатации. Объектами ядерной техники, наряду с ЯЭУ, предприятиями ЯТЦ являются изотопные источники энергии и установки на их основе, системы безопасности и нормальной эксплуатации этих объектов.
В рамках специальности исследуются совокупности нейтроннофизических, тепловых и механических процессов, влияющих на характеристики безопасности: ядерной и радиационной.
Области исследований:
Создание интегральных программных кодов, обеспечивающих расчетное обоснование выхода продуктов деления, реакторных излучений за границы барьеров безопасности, предусмотренных проектами объектов и действующих при их эксплуатации, а также в состоянии снятия этих объектов с эксплуатации.Экспериментальные исследования в реакторных условиях и в дореакторных модельных условиях характеристик материалов, оборудования, влияющих на качества ядерной и радиационной безопасности объектов ядерной техники.Разработка требований к проектным, конструкторским, технологическим решениям, влияющим на ядерную и радиационную безопасность, обеспечивающим повышение эффективности, управление сроком службы объектов ядерной техники.Разработка методов обоснования ядерной и радиационной безопасности технологий и объектов ядерной техники.
Смежные специальности:
05.14.03 – Ядерные энергетические установки, включая проектирование, эксплуатацию и вывод из эксплуатации
Отрасль наук:
технические науки "
496,ВАК 05.26.06,"Химическая, биологическая и бактериологическая безопасность",https://teacode.com/online/vak/p05-26-06.html,"Шифр специальности:
05.26.06 Химическая, биологическая и бактериологическая безопасность
Формула специальности:
Содержанием специальности является разработка научных основ химической защиты, биологической и бактериологической безопасности, технологий и средств защиты от воздействия опасных химических, биологических и бактериологических факторов, планирования угроз и ликвидация последствий, порождаемых этими факторами.
Формула специальности включает в себя научное решение вопросов создания современных средств против особо опасных инфекций; профилактики, лечения и реабилитации населения, пострадавшего от воздействия опасных химических, биологических и бактериологических факторов; генетических конструкций, вирусов, микро- и макроорганизмов, обладающих поражающим действием в отношении человека, животных и растений, методов прогнозирования и оценки их поражающего действия; средств и способов защиты от них и ликвидации последствий их возможного применения.
Научная специальность ориентирована также на создание технологий реконструкции или вывода из эксплуатации опасных химических и биологических объектов, ликвидации (утилизации) химически, биологически и бактериологически опасных накопителей, свалок и захоронений, стойких загрязнителей и опасных промышленных и медицинских отходов, рекультивации земель и реабилитации территорий, зараженных экотоксикантами различной природы, а также дезинфекции зараженных объектов болезнетворными вирусами и бактериальными средствами.
Области исследований:
Исследования по выявлению ведущих факторов, оказывающих негативное влияние на здоровье человека на специальных объектах и отдельных территориях, разработка медико-санитарных паспортов и перечней угроз населению, порождаемых факторами химической, биологической и бактериологической природы. Разработка критериев и методов по определению и категорированию уровней химической, биологической и бактериологической опасности объектов и территорий, разработка гигиенических нормативов высокотоксичных веществ в объектах внешней среды и производственных помещениях.Разработка технических средств и систем для мониторинга и контроля потенциально опасных объектов для обеспечения защиты работающего персонала и населения от химических, биологических и бактериологических факторов. Разработка методов и средств индикации и идентификации бактериологических, биологических агентов и химических веществ в объектах внешней среды, технологий производства нового поколения средств и систем индивидуальной и коллективной защиты от опасных химических веществ и биологических и бактериологических агентов, технологий, материалов, комплектующих и других видов продукции, снижающих риск опасного воздействия химических, биологических и бактериологических факторов, современных средств диагностики, профилактики, лечения и реабилитации населения, пострадавшего от воздействия опасных химических, биологических и бактериологических факторов.Научное обоснование и разработка мероприятий, направленных на предупреждение химических аварий на объектах промышленности и транспорта, бактериологического загрязнения объектов внешней среды, разработка прогнозно-аналитических систем, экономико-математических моделей и методик управления риском, создание на этой основе новых технологий управления рисками нанесения вреда здоровью населения и персоналу объектов.Разработка технологий реконструкции или вывода из эксплуатации опасных химических, биологических и бактериологических объектов, ликвидации химически, биологически и бактериологически опасных накопителей, свалок и захоронений. Разработка эффективных технических решений и технологий уничтожения (утилизации) запасов полихлорбифенилов и агропромышленных не востребуемых ядохимикатов, других стойких загрязнителей и опасных промышленных отходов.Научное обоснование и разработка технологий и систем безопасного общения с медицинскими отходами.Исследования, направленные на противодействие несанкционированному использованию потенциально опасных генно-инженерно-модифицированных организмов и применению на территории Российской Федерации опасных биологических и бактериологических агентов и химических веществ в террористических целях.Исследования и разработки в области лекарственных средств против возбудителей особо опасных инфекционных заболеваний и генетически измененных конструкций.Разработка экологически безопасных дезсредств широкого спектра действия и технологий аэрозольной дезобработки, исследования и разработки технологий по рекультивации земель, зараженных экотоксикантами различной природы, болезнетворными вирусами и патогенными микробами.Разработка препаратов, основанных на генетических и имуннохимических методах, обеспечивающих выявление патогенов во внешней среде и диагностику вызываемых ими заболеваний.Научное обоснование и разработка моделей управления, алгоритмов принятия решений на объектовом, региональном и федеральном уровнях по обеспечению химической, биологической и бактериологической безопасности; научное обоснование комплекса мероприятий по защите имущественных интересов государства, собственников и инвесторов, а также системы страхования рисков в области химической, биологической и бактериологической безопасности.
Отрасль наук:
технические науки 
химические науки 
медицинские науки 
биологические науки "
497,05.27.01,"Твердотельная электроника, радиоэлектронные компоненты, микро- и наноэлектроника, приборы на квантовых эффектах",p05-27-01.html,
498,05.27.02,Вакуумная и плазменная электроника,p05-27-02.html,
499,05.27.03,Квантовая электроника,p05-27-03.html,
500,05.27.06,"Технология и оборудование для производства полупроводников, материалов и приборов электронной техники",p05-27-06.html,
501,ВАК 05.27.01,"Твердотельная электроника, радиоэлектронные компоненты, микро- и наноэлектроника, приборы на квантовых эффектах",https://teacode.com/online/vak/p05-27-01.html,"Шифр специальности:
05.27.01 Твердотельная электроника, радиоэлектронные компоненты, микро- и нано-электроника, приборы на квантовых эффектах
Формула специальности:
Твердотельная электроника, радиоэлектронные компоненты, микро- и нано-электроника, приборы на квантовых эффектах – специальность, занимающаяся созданием новых и совершенствованием существующих твердотельных электронных приборов, радиоэлектронных компонентов, изделий микро- и наноэлектроники, приборов на квантовых эффектах, включающая проблемы и задачи, связанные с разработкой научных основ, физических и технических принципов создания и совершенствования указанных приборов, компонентов, изделий, отличающаяся тем, что основным ее содержанием являются научные и технические исследования и разработки в области физики, схемотехники, конструкции, технологии, моделирования, измерения характеристик, испытания, применения указанных приборов, компонентов, изделий. Значение решения научных и технических проблем данной специальности для народного хозяйства состоит в разработке новых и совершенствовании существующих перечисленных приборов, компонентов, изделий, повышении их функциональных и эксплуатационных характеристик, а также эффективности применения.
Области исследований:
Разработка и исследование физических принципов создания новых и совершенствования традиционных приборов твердотельной электроники, радиоэлектронных компонентов, изделий микро- и наноэлектроники, приборов на квантовых эффектах, включая оптоэлектронные приборы и преобразователи физических величин (сенсоры).Разработка и исследование схемотехнических и конструктивных основ создания и методов совершенствования изделий по п. 1.Разработка и исследование технологических основ создания и методов совершенствования изделий по п. 1.Разработка и исследование физических и математических моделей изделий по п. 1, в том числе для систем автоматизированного проектирования.Исследование и моделирование функциональных и эксплуатационных характеристик изделий по п. 1, включая вопросы качества, долговечности, надежности и стойкости к внешним воздействующим факторам, а также вопросы эффективного применения.
Примечание: 
Специальность не включает исследования в области: лазеров, трансформаторов, переключателей, разъемов, соединителей, систем автоматизированного проектирования указанных приборов, компонентов, изделий, технологического оборудования и метрологического обеспечения измерений. Эти области исследований включают соответственно специальности: 01.04.21, 05.27.03, 05.09.01, 05.11.15, 05.13.12, 05.27.06.
Отрасль наук:
технические науки (за исследования по п.п. 2-5) 
физико-математические науки (за исследования по п.п. 1 и 4)

"
502,ВАК 05.27.02,Вакуумная и плазменная электроника,https://teacode.com/online/vak/p05-27-02.html,"Шифр специальности:
05.27.02 Вакуумная и плазменная электроника
Формула специальности:
Вакуумная и плазменная электроника – специальность, включающая следующие разделы науки и техники: - исследования закономерностей взаимодействия свободных электронов и ионов с электромагнитными полями, создаваемыми в объемах вакуумных и газоразрядных приборов; -методы получения и формирования потоков заряженных частиц (электронов и ионов) с целью создания таких приборов; - прикладные вопросы физики разрядов в газе и вакууме применительно к созданию соответствующих приборов; - создание новых и совершенствование существующих вакуумных и газоразрядных приборов, включая вопросы разработки научных основ, физических и технических принципов реализации и совершенствования указанных приборов и их основных компонентов; - исследования и разработка технологии изготовления как приборов в целом, так и их основных узлов, специального оборудования, компонентов и материалов.
Отличие данной специальности в том, что основным ее содержанием являются научные и технические разработки в области физики, конструирования, технологии, измерения характеристик и испытания, связанные с решением проблем вакуумных и газоразрядных приборов различных типов. Значение решения научных и технических проблем данной специальности для народного хозяйства состоит в создании новых и совершенствовании существующих приборов генерирования и преобразования электромагнитной энергии и их компонентов, улучшении функциональных и эксплуатационных характеристик и эффективности применения таких приборов.
Области исследований:
Экспериментальные и теоретические исследования физических явлений, происходящих при движении заряженных частиц (электронов, ионов) в вакууме и газе и их взаимодействии с постоянными и переменными электромагнитными полями, а также при эмиссии и адсорбции частиц на поверхностях и в объеме твердого тела с целью использования этих явлений для создания новых и совершенствования существующих вакуумных и газоразрядных приборов.Теоретические и экспериментальные исследования и разработка методов расчета (включая методы анализа и оптимизации с использованием ЭВМ) различных типов вакуумных и газоразрядных приборов или отдельных их узлов и устройств с целью улучшения характеристик приборов.Исследование и разработка новых конструкций приборов в целом или их отдельных узлов, а также совершенствование конструкций существующих вакуумных и газоразрядных приборов или их отдельных узлов с целью улучшения характеристик приборов.Экспериментальные и теоретические исследования различных физических и химических процессов и явлений, происходящих в процессе изготовления и эксплуатации вакуумных и газоразрядных приборов, и создание математических методов оптимизации технологии изготовления таких приборов.Экспериментальные и теоретические исследования процессов, происходящих при работе устройств, эмитирующих заряженные частицы, и устройств, которые бомбардируются заряженными частицами, и разработка соответствующих эмиттеров или коллекторов заряженных частиц, обеспечивающих улучшение параметров и характеристик приборов, особенно их долговечности и надежности.Экспериментальные и теоретические исследования свойств материалов, используемых при изготовлении вакуумных и газоразрядных приборов, а также создание новых материалов с целью улучшения характеристик приборов.Исследование характеристик новых или существующих технологических процессов, указанных в п. 4, 5 и создание нового специального оборудования и технологий, обеспечивающих повышение эффективности известных или осуществление новых прогрессивных процессов и производств.Исследование специальных характеристик и параметров вакуумных и газоразрядных приборов в процессах разработки, изготовления и испытаний и разработка методик контроля и соответствующего нового или совершенствование существующего измерительного, тренировочного и испытательного оборудования, включая методы использования этого оборудования, повышающие эффективность соответствующих процессов и улучшающие качество приборов.
Примечание:
Специальность не включает исследования по следующим направлениям: 
-   излучение электромагнитных волн и их взаимодействие с окружающей средой; 
-  процессы в плазме, в том числе и при взаимодействии плазмы с электромагнитными полями и различными средами с целью установления основных закономерностей этих процессов; 
-  создание аппаратуры и устройств, предназначенных для ускорения заряженных частиц, используемых для изучения строения и изменения свойств веществ;
- процессы в вакууме, газах и твердом теле, направленные на установление основных закономерностей этих процессов; 
- разработки вакуумной и компрессорной техники, а также специализированного оборудования для обеспечения серийного производства; 
- создание электротехнических устройств с использованием вакуумных и газоразрядных приборов. 
Эти области исследований включены соответственно в специальности: 01.04.03, 05.12.07, 01.04.08, 01.04.20, 01.04.04, 05.04.06, 05.09.01, 05.09.03.
Отрасль наук:
технические науки (за исследования по п.п. 1-5, 7,8) 
физико-математические науки (за исследования по п.п. 1,2,4-6)
"
503,ВАК 05.27.03,Квантовая электроника,https://teacode.com/online/vak/p05-27-03.html,"Шифр специальности:
05.27.03 Квантовая электроника
Формула специальности:
Квантовая электроника – специальность в области науки и техники, занимающаяся использованием явления вынужденного излучения атомных и молекулярных систем для создания квантовых усилителей и генераторов электромагнитных колебаний оптического (от субмиллиметрового до мягкого рентгеновского) диапазона волн, включающая исследования, разработку и создание мазеров, лазеров, преобразователей когерентного излучения и других устройств подобного типа, а также разработку материалов, элементно-узловой базы, технологии и спецоборудования для них, отличающаяся тем, что содержит научные и технические исследования и разработки по созданию устройств квантовой электроники указанного типа и по их применениям в различных областях науки и техники. Значение решения научных и технических проблем квантовой электроники для народного хозяйства состоит в создании принципиально новых и совершенствовании имеющихся средств и методов генерации и преобразования оптического излучения, а также в расширении областей применения устройств, приборов и методов квантовой электроники в науке, технике и народном хозяйстве.
Области исследований:
Исследование и разработка процессов, приводящих к усилению и генерации электромагнитных колебаний оптического диапазона за счет вынужденного излучения квантовых систем.Создание и исследование активных сред (атомных и молекулярных газов, активированных кристаллов и стекол, полупроводников, жидких и полимерных материалов и др.), используемых для усиления и генерации оптического излучения, специальных материалов для генерации и преобразования излучения и управления им, разработка технологии и специального оборудования для производства таких материалов.Разработка и исследования характеристик приборов и устройств (мазеров, лазеров, преобразователей излучения и т.п.), позволяющих усиливать, генерировать и преобразовывать излучение, управлять его характеристиками.Разработка приборов, систем и комплексов с использованием лазерного излучения, при создании которых требуется разработка новых или существенная модернизация и доработка существующих устройств квантовой электроники (лазеров и преобразователей частоты).
Примечание:
Специальность не включает исследования: -фундаментальных физических свойств электромагнитного излучения, генерируемого в приборах и устройствах квантовой электроники; -фундаментальных физических процессов при преобразовании излучения методами нелинейной оптики; -в области применения устройств квантовой электроники, где непосредственно не требуется создание новых или существенная модернизация и доработка существующих устройств квантовой электроники (лазеров и преобразователей частоты); -в области разработки таких элементов и узлов приборов и устройств квантовой электроники, которые непосредственно не связаны со специфическими (квантово-электронными) свойствами этих приборов (системы питания, охлаждения, управления режимами и т.п.). Эти области исследования включены соответственно в специальности: «Физическая электроника», «Оптика», «Электрические установки и ускорители», «Лазерная физика», и др.
Отрасль наук:
технические науки 
физико-математические науки "
